"","OverallQual","BedroomAbvGr","CentralAir","BsmtQual","BsmtUnfSF","Fireplaces","YrSold","HouseStyle","HeatingQC","GarageType","RoofMatl","PavedDrive","SaleType","FullBath","OpenPorchSF","RoofStyle","Utilities","BsmtFinSF1","Heating","KitchenQual","HalfBath","BsmtFinType1","WoodDeckSF","TotRmsAbvGrd","SalePrice","YearBuilt","BsmtCond","Foundation","Electrical","BldgType","OverallCond","GrLivArea","neighborhood","KitchenAbvGr","LotConfig","LotShape","LotArea","LotFrontage","Exterior1st","ExterQual","ExterCond"
"181",5,2,"Y","Fa",641,0,2009,"1Story","Ex","","CompShg","Y","WD",1,96,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,4,99900,1922,"TA","PConc","SBrkr","1Fam",8,864,"Edwards",1,"Corner","Reg",4060,56,"OtherSd","TA","TA"
"182",10,3,"Y","Ex",641,3,2008,"2Story","Ex","Attchd","notCompShg","Y","notWD",2,292,"notGable","AllPub",5644,"GasA","Ex",1,"GLQ",214,12,160000,2008,"TA","PConc","SBrkr","1Fam",5,5642,"Edwards",1,"Corner","IR3",63887,313,"OtherSd","TA","Gd"
"183",7,3,"Y","Gd",641,0,2006,"2Story","Ex","Detchd","CompShg","Y","WD",2,40,"Gable","AllPub",0,"GasA","Gd",0,"Unf",0,7,130000,2004,"TA","PConc","SBrkr","Twnhs",5,1708,"Edwards",1,"Inside","Reg",3363,32,"VinylSd","TA","Gd"
"184",4,3,"Y","TA",641,1,2007,"1Story","Ex","Detchd","CompShg","Y","WD",1,36,"notGable","AllPub",732,"GasA","TA",0,"ALQ",0,5,119000,1954,"TA","CBlock","SBrkr","1Fam",6,948,"Edwards",1,"Inside","Reg",8190,60,"OtherSd","TA","TA"
"185",4,3,"Y","TA",641,0,2007,"1Story","Ex","Attchd","CompShg","Y","WD",1,0,"notGable","AllPub",492,"GasA","TA",0,"ALQ",0,5,111000,1954,"TA","PConc","SBrkr","1Fam",5,948,"Edwards",1,"Inside","Reg",10215,75,"OtherSd","TA","TA"
"186",4,2,"Y","TA",641,1,2009,"1Story","Ex","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",690,"GasA","TA",0,"ALQ",0,3,100000,1938,"TA","CBlock","SBrkr","1Fam",6,816,"Edwards",1,"Inside","Reg",8877,67,"MetalSd","TA","TA"
"187",5,3,"Y","TA",641,0,2009,"1.5Story","Ex","Detchd","CompShg","Y","WD",2,68,"Gable","AllPub",408,"GasA","TA",0,"BLQ",0,6,117000,1941,"TA","CBlock","SBrkr","1Fam",5,1604,"Edwards",1,"Inside","Reg",10998,60,"OtherSd","TA","TA"
"188",3,2,"N","TA",641,0,2010,"1Story","TA","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",203,"GasA","TA",0,"ALQ",0,5,58500,1914,"TA","BrkTil","Fuse","1Fam",3,864,"Edwards",1,"Inside","Reg",8212,45,"OtherSd","TA","TA"
"189",6,2,"Y","TA",641,0,2009,"1.5Story","TA","Detchd","CompShg","P","WD",1,0,"Gable","AllPub",204,"GasA","TA",0,"ALQ",0,6,105000,1939,"TA","BrkTil","SBrkr","1Fam",5,1258,"Edwards",1,"Inside","Reg",9060,60,"OtherSd","TA","TA"
"190",4,2,"N","Fa",641,0,2007,"2Story","Gd","Detchd","CompShg","Y","WD",1,24,"Gable","AllPub",0,"GasA","TA",1,"Unf",168,6,112000,1910,"TA","CBlock","SBrkr","1Fam",7,1346,"Edwards",1,"Inside","Reg",11767,70,"MetalSd","TA","TA"
"191",7,2,"Y","TA",952,2,2008,"1.5Story","Gd","Detchd","CompShg","Y","WD",2,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",90,8,129900,1931,"TA","BrkTil","Fuse","1Fam",5,1774,"OldTown",2,"Inside","Reg",6120,51,"OtherSd","TA","TA"
"192",4,2,"Y","TA",736,0,2009,"2Story","Gd","","CompShg","N","notWD",2,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,8,113000,1920,"TA","BrkTil","SBrkr","2fmCon",5,1452,"OldTown",3,"Inside","Reg",4456,33,"MetalSd","TA","TA"
"193",4,2,"Y","TA",747,0,2010,"1Story","TA","Attchd","CompShg","Y","WD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,4,80000,1945,"TA","CBlock","SBrkr","1Fam",6,747,"OldTown",1,"Corner","Reg",4608,47,"MetalSd","Gd","TA"
"194",3,3,"N","Fa",840,0,2010,"2Story","Gd","Detchd","CompShg","Y","WD",2,0,"notGable","AllPub",0,"GasA","TA",0,"Unf",0,8,107400,1915,"TA","CBlock","SBrkr","1Fam",6,1605,"OldTown",2,"Corner","Reg",5790,60,"VinylSd","Gd","Gd"
"195",6,4,"N","TA",168,1,2007,"2.5Story","Ex","Detchd","CompShg","Y","WD",2,0,"notGable","AllPub",1046,"GasW","TA",0,"ALQ",0,9,133900,1910,"TA","BrkTil","SBrkr","2fmCon",6,2291,"OldTown",2,"Corner","Reg",7200,60,"MetalSd","TA","TA"
"196",4,2,"Y","Fa",641,0,2007,"1Story","Gd","Detchd","CompShg","N","WD",1,0,"notGable","AllPub",0,"GasA","TA",0,"Unf",0,6,100000,1885,"TA","BrkTil","SBrkr","1Fam",7,1047,"OldTown",1,"Inside","Reg",10800,60,"VinylSd","TA","TA"
"197",5,2,"Y","TA",516,0,2008,"1Story","Ex","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",104,"GasA","TA",0,"ALQ",0,5,115000,1948,"TA","CBlock","SBrkr","1Fam",5,789,"OldTown",1,"Inside","Reg",6000,50,"VinylSd","TA","TA"
"198",5,3,"Y","TA",556,1,2007,"1.5Story","Ex","","CompShg","N","WD",1,0,"Gable","AllPub",116,"GasA","TA",0,"BLQ",0,5,87000,1930,"TA","BrkTil","SBrkr","1Fam",7,840,"OldTown",1,"Inside","IR1",4388,55,"OtherSd","Gd","TA"
"199",6,4,"Y","TA",1200,0,2006,"1Story","TA","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,7,125000,1923,"TA","BrkTil","Fuse","1Fam",5,1200,"OldTown",1,"Corner","Reg",11340,84,"OtherSd","TA","TA"
"200",6,3,"Y","TA",779,0,2007,"1Story","Gd","Detchd","CompShg","Y","WD",2,0,"Gable","AllPub",370,"GasA","Gd",0,"BLQ",0,5,152000,1926,"TA","BrkTil","Fuse","1Fam",7,1616,"OldTown",1,"Corner","Reg",5400,40,"MetalSd","Gd","TA"
"201",5,2,"Y","TA",360,0,2007,"1.5Story","TA","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",360,"GasA","TA",1,"ALQ",237,7,128500,1941,"TA","CBlock","SBrkr","1Fam",6,1382,"OldTown",1,"Inside","IR1",12358,65,"MetalSd","TA","TA"
"202",5,2,"Y","TA",968,0,2007,"1Story","TA","Detchd","CompShg","N","WD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,5,100000,1923,"TA","CBlock","SBrkr","1Fam",6,968,"OldTown",1,"Inside","Reg",8520,60,"OtherSd","TA","Gd"
"203",7,3,"Y","Gd",1362,0,2008,"1.5Story","Ex","Detchd","CompShg","N","WD",2,238,"Gable","AllPub",0,"GasA","Gd",1,"Unf",280,6,200000,2003,"TA","PConc","SBrkr","1Fam",5,2082,"OldTown",1,"Inside","Reg",11426,63,"VinylSd","TA","TA"
"204",10,4,"Y","TA",1107,2,2006,"2.5Story","Ex","Detchd","notCompShg","Y","WD",2,260,"Gable","AllPub",0,"GasA","Ex",1,"Unf",0,12,475000,1892,"TA","BrkTil","SBrkr","1Fam",9,3608,"OldTown",1,"Inside","IR2",22950,90,"OtherSd","Gd","Gd"
"205",6,5,"Y","TA",755,0,2009,"2.5Story","Ex","","CompShg","Y","WD",1,198,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,8,104000,1912,"TA","CBlock","SBrkr","1Fam",6,2229,"OldTown",1,"Corner","Reg",5520,92,"OtherSd","TA","TA"
"206",6,2,"Y","Fa",0,0,2006,"1.5Story","Gd","Attchd","CompShg","Y","notWD",2,0,"Gable","AllPub",617,"GasA","TA",0,"BLQ",0,6,112000,1924,"TA","BrkTil","SBrkr","1Fam",6,1310,"OldTown",1,"Corner","Reg",7000,50,"MetalSd","Gd","TA"
"207",5,2,"Y","TA",408,0,2009,"1.5Story","TA","Detchd","CompShg","Y","WD",1,35,"Gable","AllPub",312,"GasA","TA",1,"BLQ",0,5,110000,1947,"TA","CBlock","SBrkr","1Fam",7,1284,"OldTown",1,"Inside","Reg",3500,50,"OtherSd","TA","TA"
"208",4,3,"N","TA",686,0,2006,"2Story","Fa","Detchd","CompShg","Y","WD",1,172,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,8,107000,1925,"TA","CBlock","SBrkr","1Fam",4,1328,"OldTown",1,"Inside","Reg",9906,57,"MetalSd","TA","TA"
"209",5,2,"Y","TA",357,0,2007,"1Story","Gd","","CompShg","Y","WD",1,42,"Gable","AllPub",329,"GasA","Gd",0,"ALQ",58,4,110500,1945,"TA","CBlock","SBrkr","1Fam",9,866,"OldTown",1,"Inside","Reg",3880,40,"VinylSd","Gd","TA"
"210",6,4,"N","Fa",1020,0,2006,"2Story","Gd","Detchd","CompShg","Y","WD",2,60,"Gable","AllPub",0,"GasA","Fa",0,"Unf",0,9,137000,1910,"TA","BrkTil","Fuse","2fmCon",8,1928,"OldTown",2,"Inside","Reg",9142,69,"OtherSd","TA","TA"
"211",5,2,"Y","",0,0,2008,"1Story","Gd","Detchd","CompShg","Y","WD",1,45,"Gable","AllPub",0,"GasA","TA",0,"",0,4,97000,1956,"TA","PConc","Fuse","1Fam",5,882,"OldTown",1,"Inside","Reg",12702,70,"OtherSd","TA","TA"
"212",5,3,"Y","TA",0,0,2010,"1.5Story","TA","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",234,"GasA","TA",0,"BLQ",0,6,130000,1929,"TA","BrkTil","SBrkr","1Fam",7,1316,"OldTown",1,"Corner","Reg",5500,50,"OtherSd","TA","TA"
"213",5,2,"N","Fa",680,0,2008,"1Story","Gd","Detchd","CompShg","N","WD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,4,73000,1925,"TA","BrkTil","Fuse","1Fam",5,764,"OldTown",1,"Inside","IR3",5232,30,"OtherSd","TA","TA"
"214",7,3,"Y","TA",1470,1,2008,"2.5Story","Ex","Attchd","CompShg","Y","WD",3,0,"Gable","AllPub",0,"GasA","Gd",0,"Unf",302,10,295000,1880,"TA","BrkTil","SBrkr","1Fam",9,3493,"OldTown",1,"Inside","Reg",18386,87,"OtherSd","TA","TA"
"215",7,3,"Y","TA",712,1,2006,"2Story","Ex","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",16,"GasA","Ex",1,"BLQ",0,6,178000,1925,"TA","BrkTil","SBrkr","1Fam",7,1641,"OldTown",1,"Inside","Reg",9600,60,"OtherSd","TA","TA"
"216",3,3,"Y","TA",906,0,2006,"1Story","Ex","Attchd","CompShg","Y","WD",1,98,"Gable","AllPub",256,"GasA","TA",0,"ALQ",142,6,126175,1955,"TA","CBlock","SBrkr","1Fam",8,1163,"OldTown",1,"Inside","Reg",5820,49,"VinylSd","Gd","TA"
"217",6,2,"Y","TA",624,0,2010,"1Story","Gd","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",106,5,105900,1928,"TA","BrkTil","SBrkr","1Fam",8,720,"OldTown",1,"Inside","Reg",8520,60,"VinylSd","Gd","TA"
"218",5,2,"Y","TA",735,0,2007,"1.5Story","Gd","Detchd","CompShg","Y","WD",1,39,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,5,109000,1940,"TA","CBlock","Fuse","1Fam",6,1034,"OldTown",1,"Inside","Reg",10134,60,"MetalSd","TA","TA"
"219",7,3,"Y","TA",651,2,2009,"2Story","Gd","Detchd","CompShg","P","WD",1,0,"Gable","AllPub",0,"GasA","TA",1,"Unf",0,6,135000,1946,"TA","CBlock","SBrkr","1Fam",8,1389,"OldTown",1,"Inside","Reg",3378,60,"OtherSd","Gd","TA"
"220",6,2,"Y","Fa",648,0,2006,"1.5Story","TA","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,6,116000,1920,"TA","BrkTil","Fuse","1Fam",8,1118,"OldTown",1,"Inside","Reg",4400,40,"OtherSd","TA","TA"
"221",3,2,"Y","TA",318,0,2007,"1.5Story","Ex","Detchd","CompShg","Y","WD",1,176,"Gable","AllPub",331,"GasA","TA",1,"ALQ",0,6,120000,1948,"TA","CBlock","SBrkr","1Fam",7,1183,"OldTown",1,"Inside","Reg",6000,50,"MetalSd","Gd","TA"
"222",6,2,"Y","TA",813,0,2006,"1Story","Ex","Detchd","CompShg","N","WD",1,113,"notGable","AllPub",0,"GasA","Gd",0,"Unf",0,5,110000,1930,"TA","BrkTil","Fuse","1Fam",8,813,"OldTown",1,"Inside","Reg",5684,70,"OtherSd","TA","TA"
"223",5,4,"N","TA",624,0,2008,"2Story","Fa","Detchd","CompShg","Y","notWD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,7,98000,1916,"TA","BrkTil","SBrkr","1Fam",5,1344,"OldTown",1,"Inside","Reg",4571,34,"OtherSd","TA","TA"
"224",4,2,"Y","Fa",739,0,2007,"1Story","TA","Detchd","CompShg","Y","WD",1,72,"notGable","AllPub",168,"GasA","TA",0,"ALQ",0,7,89471,1937,"TA","BrkTil","SBrkr","1Fam",7,1131,"OldTown",1,"Inside","Reg",5925,50,"OtherSd","TA","TA"
"225",5,3,"N","TA",290,1,2006,"1.5Story","TA","Attchd","CompShg","N","notWD",2,0,"Gable","AllPub",664,"GasA","TA",0,"BLQ",142,10,160000,1900,"TA","CBlock","Fuse","2fmCon",4,2414,"OldTown",2,"Corner","Reg",10800,60,"OtherSd","TA","TA"
"226",5,2,"Y","Fa",190,0,2009,"1Story","Gd","Attchd","CompShg","Y","WD",1,20,"Gable","AllPub",0,"GasA","TA",0,"Unf",144,4,91300,1938,"TA","BrkTil","Fuse","1Fam",8,886,"OldTown",1,"Inside","Reg",5784,50,"MetalSd","TA","TA"
"227",5,4,"Y","TA",960,0,2009,"2Story","Gd","Detchd","CompShg","N","notWD",2,0,"notGable","AllPub",0,"GasA","TA",0,"Unf",0,10,124500,1952,"TA","CBlock","SBrkr","Duplex",5,1960,"OldTown",2,"Inside","Reg",7596,60,"OtherSd","TA","TA"
"228",4,3,"N","",0,0,2008,"2Story","TA","","CompShg","N","WD",2,114,"Gable","AllPub",0,"GasA","TA",0,"",220,7,106250,1900,"TA","BrkTil","Fuse","2fmCon",7,1294,"OldTown",2,"Inside","Reg",10800,60,"MetalSd","TA","TA"
"229",5,2,"Y","TA",0,0,2008,"1Story","TA","Detchd","CompShg","Y","WD",1,50,"Gable","AllPub",180,"GasA","TA",0,"BLQ",140,4,125000,1955,"TA","CBlock","SBrkr","1Fam",7,825,"OldTown",1,"Inside","IR1",8235,49,"MetalSd","Gd","TA"
"230",5,3,"Y","TA",620,0,2008,"1Story","Gd","Attchd","CompShg","Y","WD",1,0,"notGable","AllPub",308,"GasA","TA",0,"ALQ",0,5,112500,1957,"TA","CBlock","Fuse","1Fam",6,928,"OldTown",1,"Inside","Reg",6000,50,"OtherSd","TA","TA"
"231",5,4,"N","TA",1050,0,2008,"1.5Story","Ex","Attchd","CompShg","Y","WD",2,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,7,131500,1954,"TA","BrkTil","Fuse","1Fam",5,1795,"OldTown",1,"Inside","Reg",12150,81,"MetalSd","TA","TA"
"232",6,3,"N","TA",684,0,2006,"2Story","Ex","Detchd","CompShg","N","WD",1,158,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,7,114504,1910,"TA","CBlock","Fuse","1Fam",7,1368,"OldTown",1,"Inside","Reg",3600,60,"VinylSd","TA","TA"
"233",5,3,"Y","Fa",636,0,2006,"2Story","TA","Detchd","CompShg","N","WD",1,0,"Gable","AllPub",0,"GasA","Ex",0,"Unf",0,8,124000,1880,"TA","BrkTil","Fuse","1Fam",6,1750,"OldTown",1,"Corner","Reg",9000,50,"VinylSd","TA","TA"
"234",5,3,"Y","TA",811,0,2009,"1.5Story","TA","Attchd","CompShg","Y","WD",2,0,"Gable","AllPub",0,"GasA","Gd",0,"Unf",0,7,93000,1954,"TA","CBlock","Fuse","2fmCon",4,1387,"OldTown",2,"Inside","Reg",6000,50,"OtherSd","TA","TA"
"235",5,2,"Y","TA",768,0,2009,"1Story","Ex","Detchd","CompShg","N","WD",1,0,"Gable","AllPub",0,"GasA","Gd",0,"Unf",316,5,109500,1924,"TA","BrkTil","SBrkr","1Fam",8,792,"OldTown",1,"Inside","Reg",9022,52,"VinylSd","TA","Gd"
"236",7,3,"Y","TA",718,0,2007,"2Story","Ex","Detchd","CompShg","P","WD",1,48,"Gable","AllPub",0,"GasA","TA",1,"Unf",0,8,159500,1890,"TA","BrkTil","SBrkr","1Fam",8,2554,"OldTown",1,"Inside","Reg",10800,60,"OtherSd","Gd","TA"
"237",7,2,"N","Gd",490,2,2006,"2.5Story","Fa","Detchd","CompShg","N","WD",1,341,"Gable","AllPub",390,"GasW","TA",1,"ALQ",0,6,163000,1914,"TA","BrkTil","SBrkr","1Fam",7,1768,"OldTown",1,"Inside","Reg",10800,60,"OtherSd","TA","TA"
"238",5,2,"Y","Fa",264,0,2007,"2Story","Ex","Detchd","CompShg","Y","WD",2,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",270,7,132000,1910,"TA","BrkTil","SBrkr","1Fam",7,1432,"OldTown",1,"Inside","Reg",9600,60,"OtherSd","Gd","TA"
"239",7,4,"N","TA",1240,1,2009,"2Story","TA","Detchd","CompShg","N","WD",1,0,"notGable","AllPub",0,"GasW","Gd",1,"Unf",181,8,265979,1880,"TA","BrkTil","SBrkr","1Fam",7,2640,"OldTown",1,"Corner","IR1",11700,65,"OtherSd","TA","Gd"
"240",6,3,"Y","TA",742,1,2008,"2.5Story","Ex","","CompShg","Y","WD",2,291,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,9,128000,1914,"TA","CBlock","SBrkr","1Fam",6,1484,"OldTown",1,"Inside","Reg",6300,35,"OtherSd","TA","TA"
"241",5,4,"Y","Fa",0,0,2010,"1.5Story","TA","Detchd","CompShg","Y","WD",2,0,"Gable","AllPub",686,"GasA","TA",0,"BLQ",0,7,139000,1915,"TA","PConc","SBrkr","1Fam",6,1652,"OldTown",1,"Inside","Reg",10800,60,"MetalSd","Gd","TA"
"242",4,2,"Y","TA",901,0,2008,"1Story","Ex","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,4,107900,1954,"TA","CBlock","SBrkr","1Fam",7,901,"OldTown",1,"Corner","Reg",6000,50,"MetalSd","TA","TA"
"243",5,2,"N","TA",849,0,2009,"2.5Story","TA","Detchd","CompShg","N","WD",2,156,"notGable","AllPub",0,"GasA","TA",0,"Unf",40,11,106000,1898,"TA","PConc","Fuse","1Fam",5,2138,"OldTown",3,"Corner","Reg",8100,90,"OtherSd","TA","TA"
"244",4,2,"N","Fa",936,0,2009,"1Story","TA","Detchd","CompShg","Y","WD",1,32,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,4,93000,1953,"TA","CBlock","SBrkr","2fmCon",4,936,"OldTown",1,"Inside","Reg",6000,60,"MetalSd","TA","TA"
"245",5,2,"Y","TA",1221,0,2007,"1Story","Gd","Detchd","CompShg","Y","notWD",1,116,"Gable","AllPub",338,"GasA","TA",0,"ALQ",0,5,153500,1948,"TA","BrkTil","SBrkr","1Fam",6,1559,"OldTown",1,"Inside","Reg",8100,90,"VinylSd","TA","TA"
"246",5,3,"Y","TA",650,1,2008,"2Story","Gd","Detchd","CompShg","P","WD",2,78,"Gable","AllPub",0,"GasA","Gd",0,"Unf",70,8,157500,1904,"TA","PConc","SBrkr","1Fam",8,1539,"OldTown",1,"Inside","Reg",10440,60,"MetalSd","TA","TA"
"247",5,4,"Y","TA",876,1,2008,"1.5Story","Gd","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",0,"GasA","TA",1,"Unf",418,7,153900,1915,"TA","BrkTil","SBrkr","1Fam",8,1416,"OldTown",1,"Inside","IR1",12665,100,"OtherSd","TA","TA"
"248",5,3,"Y","TA",676,0,2009,"1.5Story","Ex","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",0,"GasA","TA",1,"Unf",26,5,66500,1941,"TA","CBlock","SBrkr","1Fam",6,1131,"OldTown",1,"Inside","Reg",5720,52,"OtherSd","TA","TA"
"249",5,2,"Y","TA",0,0,2009,"1.5Story","TA","Detchd","CompShg","Y","WD",1,0,"notGable","AllPub",1088,"GasA","TA",0,"BLQ",48,7,124900,1890,"TA","BrkTil","SBrkr","1Fam",6,1869,"OldTown",1,"Corner","Reg",8820,98,"VinylSd","TA","TA"
"250",3,2,"N","TA",600,0,2009,"1.5Story","Fa","","CompShg","Y","WD",1,0,"Gable","AllPub",0,"Grav","TA",0,"Unf",0,6,37900,1910,"TA","BrkTil","SBrkr","1Fam",6,968,"OldTown",1,"Inside","Reg",5925,50,"VinylSd","TA","TA"
"251",6,2,"Y","TA",485,0,2006,"1.5Story","Gd","Attchd","CompShg","Y","WD",1,0,"notGable","AllPub",0,"GasA","Gd",0,"Unf",394,5,117000,1910,"TA","CBlock","SBrkr","1Fam",8,1635,"OldTown",1,"Corner","Reg",5310,59,"VinylSd","Gd","TA"
"252",8,4,"Y","TA",700,1,2009,"2Story","Gd","Attchd","CompShg","P","WD",1,169,"Gable","AllPub",216,"GasA","Gd",1,"BLQ",0,8,168000,1882,"TA","BrkTil","SBrkr","1Fam",9,1742,"OldTown",1,"Corner","Reg",17671,121,"OtherSd","Gd","Gd"
"253",5,2,"Y","Fa",691,0,2007,"1Story","Ex","Detchd","CompShg","N","WD",1,20,"Gable","AllPub",0,"GasA","Ex",0,"Unf",0,4,86000,1920,"TA","BrkTil","Fuse","1Fam",6,691,"OldTown",1,"Corner","Reg",5400,60,"OtherSd","TA","TA"
"254",5,2,"Y","TA",588,0,2007,"1.5Story","Gd","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",324,"GasA","TA",0,"BLQ",0,6,87000,1930,"TA","CBlock","Fuse","1Fam",5,1248,"OldTown",1,"Inside","Reg",9439,52,"OtherSd","TA","TA"
"255",5,5,"N","TA",662,0,2007,"2Story","TA","Detchd","CompShg","Y","WD",2,57,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,10,90000,1900,"TA","BrkTil","SBrkr","2fmCon",5,2337,"OldTown",2,"Inside","Reg",13600,85,"OtherSd","TA","TA"
"256",5,3,"Y","Fa",170,1,2006,"1.5Story","Gd","Attchd","CompShg","Y","WD",2,21,"Gable","AllPub",626,"GasA","Gd",0,"ALQ",436,7,170000,1936,"TA","CBlock","SBrkr","1Fam",8,1466,"OldTown",1,"Inside","Reg",10800,60,"OtherSd","TA","TA"
"257",5,2,"Y","TA",418,0,2006,"1Story","Ex","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",415,"GasA","Gd",0,"ALQ",0,4,117000,1954,"TA","CBlock","SBrkr","1Fam",7,833,"OldTown",1,"Inside","Reg",5400,90,"MetalSd","Gd","TA"
"258",7,2,"Y","TA",572,1,2008,"1.5Story","TA","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,5,116900,1926,"TA","PConc","SBrkr","1Fam",7,1111,"OldTown",1,"Inside","Reg",5700,65,"OtherSd","TA","TA"
"259",7,3,"Y","TA",26,0,2009,"2Story","Ex","Detchd","CompShg","Y","WD",1,0,"notGable","AllPub",624,"GasA","TA",0,"ALQ",0,7,143000,1920,"TA","PConc","SBrkr","1Fam",9,1482,"OldTown",1,"Inside","Reg",9000,50,"VinylSd","Gd","TA"
"260",6,3,"Y","TA",350,0,2009,"1.5Story","TA","Detchd","CompShg","N","WD",1,0,"Gable","AllPub",468,"GasA","TA",0,"ALQ",0,5,115000,1926,"TA","CBlock","SBrkr","1Fam",8,1224,"OldTown",1,"Inside","Reg",3950,65,"MetalSd","TA","TA"
"261",5,2,"Y","TA",299,1,2006,"1Story","Ex","Detchd","CompShg","Y","WD",1,0,"notGable","AllPub",821,"GasA","TA",0,"ALQ",229,5,120000,1920,"TA","BrkTil","SBrkr","1Fam",6,1130,"OldTown",1,"Inside","Reg",10800,60,"OtherSd","TA","TA"
"262",3,3,"Y","Fa",538,0,2009,"2Story","TA","Detchd","CompShg","Y","WD",2,74,"Gable","AllPub",440,"GasA","TA",0,"BLQ",0,7,95000,1900,"TA","CBlock","SBrkr","2fmCon",5,1699,"OldTown",2,"Corner","IR1",10615,107,"OtherSd","TA","TA"
"263",5,3,"Y","TA",702,0,2007,"1.5Story","Gd","Detchd","CompShg","P","WD",1,0,"notGable","AllPub",0,"GasA","Gd",0,"Unf",0,6,125000,1925,"TA","PConc","SBrkr","1Fam",8,1472,"OldTown",1,"Inside","Reg",9600,60,"VinylSd","TA","TA"
"264",7,3,"Y","TA",815,1,2006,"2.5Story","Ex","Detchd","CompShg","Y","notWD",1,0,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,7,144000,1916,"TA","BrkTil","SBrkr","1Fam",6,1690,"OldTown",1,"Corner","IR1",8850,65,"MetalSd","TA","TA"
"265",7,4,"N","TA",925,1,2007,"2.5Story","TA","Detchd","CompShg","N","WD",1,0,"notGable","AllPub",0,"GasA","TA",1,"Unf",0,9,122000,1910,"TA","CBlock","Fuse","2fmCon",4,1889,"OldTown",2,"Inside","IR1",10120,60,"OtherSd","TA","TA"
"266",5,4,"N","TA",994,0,2009,"2Story","TA","Attchd","CompShg","Y","WD",2,287,"Gable","AllPub",0,"GasA","TA",0,"Unf",0,11,107500,1892,"TA","BrkTil","SBrkr","1Fam",4,2372,"OldTown",2,"Corner","Reg",6600,60,"OtherSd","TA","TA"
"267",5,2,"Y","TA",172,0,2008,"1Story","Ex","Attchd","CompShg","Y","WD",1,36,"Gable","AllPub",144,"GasA","Gd",0,"GLQ",0,6,147000,1948,"TA","CBlock","SBrkr","1Fam",7,1122,"OldTown",1,"Inside","Reg",12000,100,"MetalSd","TA","TA"
"268",6,5,"Y","Gd",1017,2,2008,"1.5Story","Ex","Detchd","CompShg","Y","WD",2,547,"Gable","AllPub",493,"GasW","TA",0,"BLQ",0,8,256000,1920,"TA","BrkTil","SBrkr","1Fam",7,2792,"OldTown",1,"Corner","Reg",10440,60,"OtherSd","Gd","Gd"
"269",4,2,"N","TA",693,0,2006,"1Story","Fa","","CompShg","N","WD",1,20,"Gable","AllPub",0,"Grav","Fa",0,"Unf",0,4,52500,1941,"TA","CBlock","Fuse","1Fam",4,693,"OldTown",1,"Corner","IR1",4118,153,"OtherSd","TA","TA"
"270",8,4,"N","TA",425,0,2008,"2Story","Fa","","CompShg","Y","WD",2,54,"Gable","AllPub",259,"OthW","TA",0,"BLQ",0,8,122000,1872,"TA","BrkTil","SBrkr","1Fam",5,2358,"OldTown",1,"Inside","Reg",5250,50,"MetalSd","Gd","TA"
"271",4,2,"Y","TA",420,0,2009,"1.5Story","Ex","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",315,"GasA","TA",0,"ALQ",0,6,105000,1920,"TA","PConc","SBrkr","1Fam",6,1374,"OldTown",1,"Corner","Reg",5400,90,"OtherSd","TA","TA"
"272",7,4,"Y","Fa",596,0,2006,"2Story","Ex","Detchd","CompShg","N","WD",1,0,"notGable","AllPub",0,"GasA","Gd",1,"Unf",36,8,157000,1920,"TA","BrkTil","SBrkr","1Fam",7,1762,"OldTown",1,"Corner","Reg",7200,60,"OtherSd","TA","TA"
